# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
10620	Lashi	strength (physical)	632	jɔm³³	/ʔ j ɔ m ³³	i m n c t	/ʔ j ɔ m ³³	10827
#
1511	Rangoon	stretch out (the arm)	1500	kɑ̃⁵⁵	k ɑ̃ ∼ ⁵⁵	i n c t	k ɑ̃ ∼ ⁵⁵	10830
3223	Achang_Longchuan	stretch out (the arm)	1500	kə³¹	k ə ³¹	i n t	k ə ³¹	10828
4698	Xiandao	stretch out (the arm)	1500	tʂhaŋ³¹	tʂh a ŋ ³¹	i n c t	tʂh a ŋ ³¹	10831
6444	Atsi	stretch out (the arm)	1500	la̱m²¹	ˀl a m ²¹	i n c t	ˀl a m ²¹	3842
8081	Maru	stretch out (the arm)	1500	lɛ̱̃³⁵	ˀl ɛ̃ ∼ ³⁵	i n c t	ˀl ɛ̃ ∼ ³⁵	3842
9806	Bola	stretch out (the arm)	1500	lɛ̱̃³⁵	ˀl ɛ̃ ∼ ³⁵	i n c t	ˀl ɛ̃ ∼ ³⁵	3842
11373	Lashi	stretch out (the arm)	1500	laːm⁵⁵	l aː m ⁵⁵	i n c t	l aː m ⁵⁵	3842
#
1439	Rangoon	strike (the table)	1428	poʔ⁴	p o ʔ ⁴	i n c t	p o ʔ ⁴	10835
3152	Achang_Longchuan	strike (the table)	1428	pat⁵⁵	p a t ⁵⁵	i n c t	p a t ⁵⁵	10835
4634	Xiandao	strike (the table)	1428	pat⁵⁵	p a t ⁵⁵	i n c t	p a t ⁵⁵	10835
6371	Atsi	strike (the table)	1428	pat²¹	p a t ²¹	i n c t	p a t ²¹	10835
8010	Maru	strike (the table)	1428	pɛʔ³¹	p ɛ ʔ ³¹	i n c t	p ɛ ʔ ³¹	10835
9734	Bola	strike (the table)	1428	pɛʔ³¹	p ɛ ʔ ³¹	i n c t	p ɛ ʔ ³¹	10835
11308	Lashi	strike (the table)	1428	paːt³¹	p aː t ³¹	i n c t	p aː t ³¹	10835
#
813	Rangoon	string (of beads)	810	kõ⁵⁵	k õ ∼ ⁵⁵	i n c t	k õ ∼ ⁵⁵	10839
2567	Achang_Longchuan	string (of beads)	810	ʂoi⁵⁵	ʂ oi ⁵⁵	i n t	ʂ oi - ⁵⁵	10836
4135	Xiandao	string (of beads)	810	xʐoi⁵⁵	xʐ oi ⁵⁵	i n t	xʐ oi - ⁵⁵	10836
5739	Atsi	string (of beads)	810	ʒoi⁵¹	ʒ o i ⁵¹	i n N t	ʒ o i ⁵¹	10836
7443	Maru	string (of beads)	810	tʃɔ̃³¹	tʃ ɔ̃ ∼ ³¹	i n c t	tʃ ɔ̃ ∼ ³¹	10838
9123	Bola	string (of beads)	810	pjau³⁵	p j au ³⁵	i m n t	p j au ³⁵	10837
10771	Lashi	string (of beads)	810	tʃaŋ³¹	tʃ a ŋ ³¹	i n c t	tʃ a ŋ ³¹	10838
#
565	Rangoon	string (oxhide)	563	tθɑ⁵⁵je²²tɕo⁵⁵	tθ ɑ ⁵⁵ + /ʔ j e ²² + tɕ o ⁵⁵	i n t + i m n t + i n t	tθ ɑ ⁵⁵ + /ʔ j e ²² + tɕ o - ⁵⁵	10847 10843 10844
7229	Maru	string (oxhide)	563	nŭŋ³⁵ka̱uk⁵⁵tɔ̱i³⁵	n ŭ ŋ ³⁵ + ˀk au k ⁵⁵ + ˀt ɔi ³⁵	i n c t + i n c t + i n t	n ŭ ŋ ³⁵ + ˀk au k ⁵⁵ + ˀt ɔi ³⁵	10842 10844 10846
8883	Bola	string (oxhide)	563	nɔ̆³¹ʃă³⁵ka̱uʔ⁵⁵tu̱i³⁵	n ɔ̆ ³¹ + ʃ ă ³⁵ + ˀk au ʔ ⁵⁵ + ˀt ui ³⁵	i n t + i n t + i n c t + i n t	n ɔ̆ - ³¹ + ʃ - ă ³⁵ + ˀk au ʔ ⁵⁵ + ˀt ui ³⁵	10842 10843 10844 10845
#
1819	Rangoon	strip off sticky things (note:pare (peel +fruit))	1802	khwɑ⁵⁵	kʰ w ɑ ⁵⁵	i m n t	kʰ w ɑ ⁵⁵	10850
#
1424	Rangoon	stroke / touch	1413	sɑ̃⁵⁵	s ɑ̃ ∼ ⁵⁵	i n c t	s ɑ̃ ∼ ⁵⁵	10852
3137	Achang_Longchuan	stroke / touch	1413	sut⁵⁵	s u t ⁵⁵	i n c t	s u t ⁵⁵	10851
4620	Xiandao	stroke / touch	1413	o³¹	/ʔ o ³¹	i n t	/ʔ o - ³¹	10851
6356	Atsi	stroke / touch	1413	sop⁵⁵	s o p ⁵⁵	i n c t	s o p ⁵⁵	10851
7995	Maru	stroke / touch	1413	sø̱⁵⁵	ˀs ø ⁵⁵	i n t	ˀs ø - ⁵⁵	10851
9719	Bola	stroke / touch	1413	søʔ⁵⁵	s ø ʔ ⁵⁵	i n c t	s ø ʔ ⁵⁵	10851
11293	Lashi	stroke / touch	1413	su̱ːp⁵⁵	ˀs uː p ⁵⁵	i n c t	ˀs uː p ⁵⁵	10851
#
1007	Rangoon	stupid	1003	ɑ⁵³	/ʔ ɑ ⁵³	i n t	/ʔ ɑ ⁵³	10860
2763	Achang_Longchuan	stupid	1003	puaŋ³¹	p ua ŋ ³¹	i n c t	p ua ŋ ³¹	10857
4315	Xiandao	stupid	1003	pɔŋ³¹	p ɔ ŋ ³¹	i n c t	p ɔ ŋ ³¹	10857
5940	Atsi	stupid	1003	ko⁵¹	k o ⁵¹	i n t	k o ⁵¹	2315
7632	Maru	stupid	1003	kɔ³¹	k ɔ ³¹	i n t	k ɔ ³¹	2315
9319	Bola	stupid	1003	ka⁵⁵	k a ⁵⁵	i n t	k a ⁵⁵	2315
10953	Lashi	stupid	1003	naː³³	n aː ³³	i n t	n aː ³³	10859
#
208	Rangoon	stutterer	208	shũ⁵³ɑ⁵³tθu²²	sʰ ũ ∼ ⁵³ + /ʔ ɑ ⁵³ + tθ u ²²	i n c t + i n t + i n t	sʰ ũ ∼ ⁵³ + /ʔ ɑ - ⁵³ + tθ u ²²	10870 10864 10871
2022	Achang_Longchuan	stutterer	208	ɕɔ⁵⁵tui³¹	ɕ ɔ ⁵⁵ + t ui ³¹	i n t + i n t	ɕ ɔ ⁵⁵ + t ui - ³¹	10863 10864
5141	Atsi	stutterer	208	o⁵¹tu̱i²¹	/ʔ o ⁵¹ + ˀt u i ²¹	i n t + i n N t	/ʔ o ⁵¹ + ˀt u i ²¹	10865 10864
6908	Maru	stutterer	208	ɔ³¹tɔ̱i³⁵lɔ̱̃³⁵	/ʔ ɔ ³¹ + ˀt ɔi ³⁵ + ˀl ɔ̃ ∼ ³⁵	i n t + i n t + i n c t	/ʔ ɔ ³¹ + ˀt ɔi - ³⁵ + ˀl ɔ̃ ∼ ³⁵	10868 10864 10869
8545	Bola	stutterer	208	a⁵⁵tu̱i³¹	/ʔ a ⁵⁵ + ˀt ui ³¹	i n t + i n t	/ʔ a ⁵⁵ + ˀt ui - ³¹	10866 10864
10263	Lashi	stutterer	208	wo̱⁵⁵tə̱⁵⁵	ˀ/ʔ w o ⁵⁵ + ˀt ə ⁵⁵	i m n t + i n t	ˀ/ʔ w o ⁵⁵ + ˀt ə - ⁵⁵	10867 10864
#
1628	Rangoon	subside (of swelling)	1613	pjɑuʔ⁴	p j ɑ u ʔ ⁴	i m n N c t	p j ɑ u ʔ ⁴	10876
3334	Achang_Longchuan	subside (of swelling)	1613	jɔm⁵⁵	/ʔ j ɔ m ⁵⁵	i m n c t	/ʔ j ɔ m ⁵⁵	10875
4799	Xiandao	subside (of swelling)	1613	ɲop³¹	ɲ o p ³¹	i n c t	ɲ o p ³¹	10877
6563	Atsi	subside (of swelling)	1613	jom⁵¹	/ʔ j o m ⁵¹	i m n c t	/ʔ j o m ⁵¹	10875
8195	Maru	subside (of swelling)	1613	jum³¹	/ʔ j u m ³¹	i m n c t	/ʔ j u m ³¹	10875
9923	Bola	subside (of swelling)	1613	jø̃⁵⁵	/ʔ j ø̃ ∼ ⁵⁵	i m n c t	/ʔ j ø̃ ∼ ⁵⁵	10875
11473	Lashi	subside (of swelling)	1613	juːm³¹	/ʔ j uː m ³¹	i m n c t	/ʔ j uː m ³¹	10875
#
1545	Rangoon	suck	1532	so⁵³	s o ⁵³	i n t	s o - ⁵³	10883
3256	Achang_Longchuan	suck	1532	tʂɔp⁵⁵	tʂ ɔ p ⁵⁵	i n c t	tʂ ɔ p ⁵⁵	10546
4727	Xiandao	suck	1532	ʂuʔ⁵⁵	ʂ u ʔ ⁵⁵	i n c t	ʂ u ʔ ⁵⁵	10884
6479	Atsi	suck	1532	tʃu̱p⁵⁵	ˀtʃ u p ⁵⁵	i n c t	ˀtʃ u p ⁵⁵	10546
8115	Maru	suck	1532	tʃa̱p⁵⁵	ˀtʃ a p ⁵⁵	i n c t	ˀtʃ a p ⁵⁵	10546
9841	Bola	suck	1532	tʃa̱p⁵⁵	ˀtʃ a p ⁵⁵	i n c t	ˀtʃ a p ⁵⁵	10546
11888	Old_Burmese	suck	1532	cuiwʔ	tɕ ə w ⁵³	i n c t	tɕ ə w ⁵³	10883
#
422	Rangoon	sugar	420	tθɑ⁵³tɕɑ⁵⁵	tθ ɑ ⁵³ + tɕ ɑ ⁵⁵	i n t + i n t	tθ ɑ ⁵³ + tɕ - ɑ - ⁵⁵	10894 10891
2214	Achang_Longchuan	sugar	420	năm³¹muai³¹tɕhɔ³¹	n ă m ³¹ + m uai ³¹ + tɕʰ ɔ ³¹	i n c t + i n t + i n t	n ă m ³¹ + m uai ³¹ + tɕʰ - ɔ - ³¹	10889 10890 10891
3854	Xiandao	sugar	420	nă³¹mɔi³¹	n ă ³¹ + m ɔi ³¹	i n t + i n t	n ă - ³¹ + m - ɔi - ³¹	10889 10891
5354	Atsi	sugar	420	tʃum²¹tʃhui²¹	tʃ u m ²¹ + tʃʰ u i ²¹	i n c t + i m n t	tʃ u m ²¹ + tʃʰ u i - ²¹	10892 10891
7102	Maru	sugar	420	ʃa³⁵thaŋ³¹	ʃ a ³⁵ + th a ŋ ³¹	i n t + i n c t	ʃ a ³⁵ + th - a ŋ ³¹	10893 10891
8745	Bola	sugar	420	ʃa³⁵thaŋ³¹	ʃ a ³⁵ + th a ŋ ³¹	i n t + i n c t	ʃ a ³⁵ + th - a ŋ ³¹	10893 10891
10448	Lashi	sugar	420	tʃhə̆⁵⁵tʃhou³³	tʃh ə̆ ⁵⁵ + tʃh ou ³³	i n t + i n t	tʃh ə̆ ⁵⁵ + tʃh - ou - ³³	10894 10891
#
376	Rangoon	sugarcane	374	tɕɑ̃²²	tɕ ɑ̃ ∼ ²²	i n c t	tɕ ɑ̃ ∼ ²²	10900
2175	Achang_Longchuan	sugarcane	374	phă⁵⁵liŋ⁵⁵	pʰ ă ⁵⁵ + l i ŋ ⁵⁵	i n t + i n c t	pʰ ă - ⁵⁵ + l i ŋ ⁵⁵	10897 10898
3819	Xiandao	sugarcane	374	phaŋ³¹xɯŋ³¹	ph a ŋ ³¹ + x ɯ ŋ ³¹	i n c t + i n c t	ph a ŋ ³¹ + x ɯ ŋ ³¹	10897 10898
5308	Atsi	sugarcane	374	phuŋ²¹tʃhui⁵¹	pʰ u ŋ ²¹ + tʃʰ u i ⁵¹	i n c t + i m n t	pʰ u ŋ ²¹ + tʃʰ u i - ⁵¹	10897 10899
7060	Maru	sugarcane	374	phauŋ³⁵tʃhuk³¹	ph au ŋ ³⁵ + tʃh u k ³¹	i n c t + i n c t	ph au ŋ ³⁵ + tʃh - u k ³¹	10897 10899
8699	Bola	sugarcane	374	phauŋ³⁵tʃhu⁵⁵	ph au ŋ ³⁵ + tʃh u ⁵⁵	i n c t + i n t	ph au ŋ ³⁵ + tʃh - u - ⁵⁵	10897 10899
10409	Lashi	sugarcane	374	phəŋ⁵⁵tʃhou³¹	ph ə ŋ ⁵⁵ + tʃh ou ³¹	i n c t + i n t	ph ə ŋ ⁵⁵ + tʃh - ou - ³¹	10897 10899
#
1013	Rangoon	suitable	1009	tθĩ⁵³	tθ ĩ ∼ ⁵³	i n c t	tθ ĩ ∼ ⁵³	10912
1274	Rangoon	suitable	1009	tθĩ⁵³ljɔ²²	tθ ĩ ∼ ⁵³ + l j ɔ ²²	i n c t + i m n t	tθ ĩ ∼ ⁵³ + l j ɔ ²²	10912 10915
2768	Achang_Longchuan	suitable	1009	xɔʔ³¹	x ɔ ʔ ³¹	i n c t	x ɔ ʔ ³¹	10908
3008	Achang_Longchuan	suitable	1009	xɔʔ³¹	x ɔ ʔ ³¹	i n c t	x ɔ ʔ ³¹	10908
4514	Xiandao	suitable	1009	tut⁵⁵	t u t ⁵⁵	i n c t	t u t ⁵⁵	10913
5946	Atsi	suitable	1009	ʒa⁵⁵	ʒ a ⁵⁵	i n t	ʒ a ⁵⁵	10909
6208	Atsi	suitable	1009	ʒa⁵⁵	ʒ a ⁵⁵	i n t	ʒ a ⁵⁵	10909
7634	Maru	suitable	1009	xɔ³¹	x ɔ ³¹	i n t	x ɔ ³¹	10910
7864	Maru	suitable	1009	xɔ³¹	x ɔ ³¹	i n t	x ɔ ³¹	10910
9324	Bola	suitable	1009	xɔ³¹	x ɔ ³¹	i n t	x ɔ ³¹	10910
9574	Bola	suitable	1009	tʃɔ³¹	tʃ ɔ ³¹	i n t	tʃ ɔ ³¹	10914
10957	Lashi	suitable	1009	kɛː⁵⁵	k ɛː ⁵⁵	i n t	k ɛː ⁵⁵	10911
11168	Lashi	suitable	1009	kɛː³³	k ɛː ³³	i n t	k ɛː ³³	10911
#
59	Rangoon	sulphur	59	kɑ̃⁵³	k ɑ̃ ∼ ⁵³	i n c t	k ɑ̃ ∼ ⁵³	10922
3545	Xiandao	sulphur	59	kan⁵⁵	k a n ⁵⁵	i n c t	k a n ⁵⁵	10922
4996	Atsi	sulphur	59	kan⁵¹	k a n ⁵¹	i n c t	k a n ⁵¹	10922
6780	Maru	sulphur	59	ka̱n⁵⁵	ˀk a n ⁵⁵	i n c t	ˀk a n ⁵⁵	10922
8407	Bola	sulphur	59	ka̱n⁵⁵	ˀk a n ⁵⁵	i n c t	ˀk a n ⁵⁵	10922
10138	Lashi	sulphur	59	ka̱n⁵⁵	ˀk a n ⁵⁵	i n c t	ˀk a n ⁵⁵	10922
#
746	Rangoon	summer	743	nwe²²	n w e ²²	i m n t	n w e - ²²	10928
2504	Achang_Longchuan	summer	743	tsan⁵⁵	ts a n ⁵⁵	i n c t	ts a n ⁵⁵	304
4075	Xiandao	summer	743	pu⁵⁵mɤ⁵⁵	p u ⁵⁵ + m ɤ ⁵⁵	i n t + i n t	p u ⁵⁵ + m ɤ ⁵⁵	10929 10930
5675	Atsi	summer	743	tsan⁵¹nam⁵⁵	ts a n ⁵¹ + n a m ⁵⁵	i n c t + i n c t	ts a n ⁵¹ + n a m ⁵⁵	304 10924
7377	Maru	summer	743	tsəŋ³¹	ts ə ŋ ³¹	i n c t	ts ə ŋ ³¹	304
9056	Bola	summer	743	kauʔ³¹tu̱i⁵⁵jaʔ³¹	k au ʔ ³¹ + ˀt ui ⁵⁵ + /ʔ j a ʔ ³¹	i n c t + i n t + i m n c t	k au ʔ ³¹ + ˀt ui ⁵⁵ + /ʔ j a ʔ ³¹	10925 10926 10927
10709	Lashi	summer	743	tsan³¹nam⁵⁵	ts a n ³¹ + n a m ⁵⁵	i n c t + i n c t	ts a n ³¹ + n a m ⁵⁵	304 10924
11905	Old_Burmese	summer	743	nuy	n u j ²²	i n c t	n - u j ²²	10928
#
2	Rangoon	sun	2	ne²²	n e ²²	i n t	n e - ²²	10936
1834	Achang_Longchuan	sun	2	ni³¹mɔ³¹	n i ³¹ + m ɔ ³¹	i n t + i n t	n i - ³¹ + m ɔ ³¹	10936 5983
3501	Xiandao	sun	2	n³¹mɔ³¹	n ³¹ + m ɔ ³¹	i t + i n t	n - - ³¹ + m ɔ ³¹	10936 5983
4940	Atsi	sun	2	pui⁵¹	p u i ⁵¹	i m n t	p u i ⁵¹	8909
6730	Maru	sun	2	pa³¹	p a ³¹	i n t	p - a ³¹	8909
8354	Bola	sun	2	pui⁵⁵	p ui ⁵⁵	i n t	p - ui ⁵⁵	8909
10095	Lashi	sun	2	pei³¹	p ei ³¹	i n t	p - ei ³¹	8909
11760	Old_Burmese	sun	2	niy	n ə j ²²	i n c t	n ə j ²²	10936
#
1503	Rangoon	sunbathe	1492	ne²²shɑ²²ɬõ²²	n e ²² + sʰ ɑ ²² + ɬ õ ∼ ²²	i n t + i n t + i n c t	n e ²² + sʰ ɑ ²² + ɬ õ ∼ ²²	10942 10943 10944
3215	Achang_Longchuan	sunbathe	1492	tɔŋ³⁵	t ɔ ŋ ³⁵	i n c t	t ɔ ŋ ³⁵	10939
4690	Xiandao	sunbathe	1492	l̥ap⁵⁵	l̥ a p ⁵⁵	i n c t	l̥ a p ⁵⁵	3428
6436	Atsi	sunbathe	1492	la̱p⁵⁵	ˀl a p ⁵⁵	i n c t	ˀl a p ⁵⁵	3428
8073	Maru	sunbathe	1492	lɛ̱ʔ⁵⁵	ˀl ɛ ʔ ⁵⁵	i n c t	ˀl ɛ ʔ ⁵⁵	3428
9798	Bola	sunbathe	1492	kɔ̃⁵⁵	k ɔ̃ ∼ ⁵⁵	i n c t	k ɔ̃ ∼ ⁵⁵	10941
11366	Lashi	sunbathe	1492	la̱ːp⁵⁵	ˀl aː p ⁵⁵	i n c t	ˀl aː p ⁵⁵	3428
#
887	Rangoon	sunken / dented	884	pẽ⁵³	p ẽ ∼ ⁵³	i n c t	p ẽ ∼ ⁵³	10949
2642	Achang_Longchuan	sunken / dented	884	ɔp⁵⁵	/ʔ ɔ p ⁵⁵	i n c t	/ʔ - ɔ p ⁵⁵	10947
5817	Atsi	sunken / dented	884	khjop⁵⁵	kʰ j o p ⁵⁵	i m n c t	kʰ j o p ⁵⁵	10947
7518	Maru	sunken / dented	884	khøʔ⁵⁵	kh ø ʔ ⁵⁵	i n c t	kh - ø ʔ ⁵⁵	10947
9198	Bola	sunken / dented	884	khauŋ³⁵	kh au ŋ ³⁵	i n c t	kh au ŋ ³⁵	10948
10846	Lashi	sunken / dented	884	khuːŋ⁵⁵	kh uː ŋ ⁵⁵	i n c t	kh uː ŋ ⁵⁵	10948
#
1300	Rangoon	support / raise	1291	tɕwe⁵⁵mwe⁵⁵	tɕ w e ⁵⁵ + m w e ⁵⁵	i m n t + i m n t	tɕ w e ⁵⁵ + m w e ⁵⁵	10959 10960
3026	Achang_Longchuan	support / raise	1291	liŋ³¹tut⁵⁵	l i ŋ ³¹ + t u t ⁵⁵	i n c t + i n c t	l i ŋ ³¹ + t - u t ⁵⁵	10953 10954
6234	Atsi	support / raise	1291	lo̱ʔ⁵⁵tui⁵¹	ˀl o ʔ ⁵⁵ + t u i ⁵¹	i n c t + i m n t	ˀl o ʔ ⁵⁵ + t u i - ⁵¹	10955 10954
7887	Maru	support / raise	1291	lɔ̱ʔ⁵⁵tɔi³¹	ˀl ɔ ʔ ⁵⁵ + t ɔi ³¹	i n c t + i n t	ˀl ɔ ʔ ⁵⁵ + t - ɔi - ³¹	10955 10954
9600	Bola	support / raise	1291	mju̱ŋ⁵⁵ŋji⁵⁵	ˀm j u ŋ ⁵⁵ + ŋ j i ⁵⁵	i m n c t + i m n t	ˀm j u ŋ ⁵⁵ + ŋ j i ⁵⁵	10956 10957
11187	Lashi	support / raise	1291	khuː³³təː³¹	kh uː ³³ + t əː ³¹	i n t + i n t	kh uː ³³ + t - əː - ³¹	10958 10954
#
1082	Rangoon	support s.b. with one's hand	1078	phe⁵⁵mɑ⁵³	pʰ e ⁵⁵ + m ɑ ⁵³	i n t + i n t	pʰ e ⁵⁵ + m - ɑ ⁵³	10968 10965
2831	Achang_Longchuan	support s.b. with one's hand	1078	kʐau⁵⁵	k ʐ au ⁵⁵	i m n t	k ʐ au ⁵⁵	10965
4360	Xiandao	support s.b. with one's hand	1078	ʂa⁵⁵	ʂ a ⁵⁵	i n t	ʂ - a ⁵⁵	10965
6017	Atsi	support s.b. with one's hand	1078	tʃun⁵⁵	tʃ u n ⁵⁵	i n c t	tʃ u n ⁵⁵	10966
7691	Maru	support s.b. with one's hand	1078	tsɔi³⁵	ts ɔi ³⁵	i n t	ts ɔi ³⁵	10967
9392	Bola	support s.b. with one's hand	1078	tui³¹ʃɛ⁵⁵	t ui ³¹ + ʃ ɛ ⁵⁵	i n t + i n t	t ui - ³¹ + ʃ - ɛ ⁵⁵	10966 10965
11010	Lashi	support s.b. with one's hand	1078	tu̱ː³³	ˀt uː ³³	i n t	ˀt uː - ³³	10966
#
2421	Achang_Longchuan	surname / name (family)	1825	ȵau³¹	ȵ au ³¹	i n t	ȵ au ³¹	10972
5573	Atsi	surname / name (family)	1825	xu⁵⁵	x u ⁵⁵	i n t	x u ⁵⁵	10973
7292	Maru	surname / name (family)	1825	xu³⁵	x u ³⁵	i n t	x u ³⁵	10973
10627	Lashi	surname / name (family)	1825	xu⁵⁵	x u ⁵⁵	i n t	x u ⁵⁵	10973
#
676	Rangoon	surroundings	673	pɑʔ⁴ wũ⁵⁵tɕĩ²²	p ɑ ʔ ⁴ + /ʔ w ũ ∼ ⁵⁵ + tɕ ĩ ∼ ²²	i n c t + i m n c t + i n c t	p ɑ ʔ ⁴ + /ʔ w ũ ∼ ⁵⁵ + tɕ ĩ ∼ ²²	10978 10975 10979
2445	Achang_Longchuan	surroundings	673	a³¹ʑam⁵⁵	/ʔ a ³¹ + ʑ a m ⁵⁵	i n t + i n c t	/ʔ a ³¹ + ʑ - a m ⁵⁵	1099 10975
4020	Xiandao	surroundings	673	ʐɔ⁵⁵mɔ⁵⁵	ʐ ɔ ⁵⁵ + m ɔ ⁵⁵	i n t + i n t	ʐ ɔ ⁵⁵ + m ɔ ⁵⁵	10980 10981
5605	Atsi	surroundings	673	li̱ŋ⁵¹khjuʔ²¹	ˀl i ŋ ⁵¹ + kʰ j u ʔ ²¹	i n c t + i m n c t	ˀl i ŋ ⁵¹ + kʰ j u ʔ ²¹	10976 10977
7316	Maru	surroundings	673	a³¹jɛ̃³¹	/ʔ a ³¹ + /ʔ j ɛ̃ ∼ ³¹	i n t + i m n c t	/ʔ a ³¹ + /ʔ j ɛ̃ ∼ ³¹	1099 10975
8985	Bola	surroundings	673	a³¹jɛ̃⁵⁵	/ʔ a ³¹ + /ʔ j ɛ̃ ∼ ⁵⁵	i n t + i m n c t	/ʔ a ³¹ + /ʔ j ɛ̃ ∼ ⁵⁵	1099 10975
10652	Lashi	surroundings	673	a³³jam³¹	/ʔ a ³³ + /ʔ j a m ³¹	i n t + i m n c t	/ʔ a ³³ + /ʔ j a m ³¹	1099 10975
#
1446	Rangoon	sustain losses (in business)	1435	ɕõ⁵⁵	ɕ õ ∼ ⁵⁵	i n c t	ɕ õ ∼ ⁵⁵	10994
3159	Achang_Longchuan	sustain losses (in business)	1435	theʔ⁵⁵	tʰ e ʔ ⁵⁵	i n c t	tʰ e ʔ ⁵⁵	10989
4639	Xiandao	sustain losses (in business)	1435	thɛ⁵¹	th ɛ ⁵¹	i n t	th ɛ - ⁵¹	10989
6378	Atsi	sustain losses (in business)	1435	a²¹ʒaŋ⁵¹sum⁵¹	/ʔ a ²¹ + ʒ a ŋ ⁵¹ + s u m ⁵¹	i n t + i n c t + i n c t	/ʔ a ²¹ + ʒ a ŋ ⁵¹ + s u m ⁵¹	10990 10991 10992
8016	Maru	sustain losses (in business)	1435	phui³¹	ph u i ³¹	i m n t	ph u i ³¹	10993
9741	Bola	sustain losses (in business)	1435	tshɛʔ⁵⁵	tsh ɛ ʔ ⁵⁵	i n c t	tsh ɛ ʔ ⁵⁵	10989
11313	Lashi	sustain losses (in business)	1435	the⁵³	th e ⁵³	i n t	th e - ⁵³	10989
#
317	Rangoon	swallow	315	pjɑ̃²²ɬwɑ⁵⁵	p j ɑ̃ ∼ ²² + ɬ w ɑ ⁵⁵	i m n c t + i m n t	p j ɑ̃ ∼ ²² + ɬ w ɑ - ⁵⁵	11004 10998
1588	Rangoon	swallow	315	mjo²²	m j o ²²	i m n t	m j o - ²²	11003
2121	Achang_Longchuan	swallow	315	tʂak⁵⁵len³⁵	tʂ a k ⁵⁵ + l e n ³⁵	i n c t + i n c t	tʂ a k ⁵⁵ + l - e n ³⁵	10997 10998
3299	Achang_Longchuan	swallow	315	thun³¹	tʰ u n ³¹	i n c t	tʰ - u n ³¹	10998
3771	Xiandao	swallow	315	tʂau³¹vɛn³⁵	tʂ au ³¹ + v ɛ n ³⁵	i n t + i n c t	tʂ au ³¹ + v - ɛ n ³⁵	11005 10998
4767	Xiandao	swallow	315	ɲau⁵⁵	ɲ au ⁵⁵	i n t	ɲ au ⁵⁵	11006
5251	Atsi	swallow	315	siŋ²¹kji̱²¹	s i ŋ ²¹ + ˀk j i ²¹	i n c t + i m n t	s - i ŋ ²¹ + ˀk j i ²¹	10998 10999
6523	Atsi	swallow	315	mji̱⁵¹	ˀm j i ⁵¹	i m n t	ˀm j i - ⁵¹	11003
7009	Maru	swallow	315	tʃi̱ŋ³⁵tʃɔ̃³¹	ˀtʃ i ŋ ³⁵ + tʃ ɔ̃ ∼ ³¹	i n c t + i n c t	ˀtʃ - i ŋ ³⁵ + tʃ ɔ̃ ∼ ³¹	10998 11002
8158	Maru	swallow	315	mjuk³¹	m j u k ³¹	i m n c t	m j u k ³¹	11003
8645	Bola	swallow	315	tʃɔ̱n³⁵tʃɔ̃⁵¹	ˀtʃ ɔ n ³⁵ + tʃ ɔ̃ ∼ ⁵¹	i n c t + i n c t	ˀtʃ ɔ n ³⁵ + tʃ - ɔ̃ ∼ ⁵¹	11000 10998
9885	Bola	swallow	315	mjuŋ⁵⁵	m j u ŋ ⁵⁵	i m n c t	m j u ŋ ⁵⁵	11003
10359	Lashi	swallow	315	tʃɛ̱n⁵⁵tʃaŋ³³	ˀtʃ ɛ n ⁵⁵ + tʃ a ŋ ³³	i n c t + i n c t	ˀtʃ ɛ n ⁵⁵ + tʃ - a ŋ ³³	11001 10998
11968	Old_Burmese	swallow	315	myuiw	m j ə w ²²	i m n c t	m j ə w ²²	11003
#
1207	Rangoon	swear / vow	1201	tɕɑ̃⁵⁵tɕẽ²²	tɕ ɑ̃ ∼ ⁵⁵ + tɕ ẽ ∼ ²²	i n c t + i n c t	tɕ ɑ̃ ∼ ⁵⁵ + tɕ ẽ ∼ ²²	11021 11018
2947	Achang_Longchuan	swear / vow	1201	tɔ⁵¹	t ɔ ⁵¹	i n t	t ɔ - ⁵¹	11018
6141	Atsi	swear / vow	1201	mau²¹to⁵⁵	m a u ²¹ + t o ⁵⁵	i n N t + i n t	m a u ²¹ + t o - ⁵⁵	11019 11018
9511	Bola	swear / vow	1201	tɔ̃³¹tək⁵⁵	t ɔ̃ ∼ ³¹ + t ə k ⁵⁵	i n c t + i n c t	t ɔ̃ ∼ ³¹ + t ə k ⁵⁵	11018 11020
#
152	Rangoon	sweat	152	tɕhwe⁵⁵	tɕʰ w e ⁵⁵	i m n t	tɕʰ w e ⁵⁵	11027
1972	Achang_Longchuan	sweat	152	a³¹xə³⁵	/ʔ a ³¹ + x ə ³⁵	i n t + i n t	/ʔ a - ³¹ + x ə - ³⁵	11020 11021
5086	Atsi	sweat	152	pui⁵¹pu⁵¹	p u i ⁵¹ + p u ⁵¹	i m n t + i n t	p u i ⁵¹ + p u - ⁵¹	11022 11021
6858	Maru	sweat	152	pau³¹kjø³⁵	p au ³¹ + k j ø ³⁵	i n t + i m n t	p au - ³¹ + k j ø ³⁵	11021 11025
8492	Bola	sweat	152	pau³¹kjø̱³⁵	p au ³¹ + ˀk j ø ³⁵	i n t + i m n t	p au - ³¹ + ˀk j ø ³⁵	11021 11023
